words,count
mona,50
tonight,32
yêu,30
bao,28
lisa,26
you,25
beautiful,24
đi,23
i,23
no,21
oh,19
say,19
ta,19
tim,18
đôi,17
quên,17
đời,17
tình,16
me,16
mãi,15
dont,15
love,13
baby,12
youre,12
trời,11
đừng,11
mơ,11
leave,10
than,10
vui,10
mong,10
can,9
ánh,9
ah,9
môi,9
more,8
trái,8
cháy,8
giấc,8
đắm,8
rối,8
mê,8
làn,8
all,8
vương,8
right,8
bời,8
nắng,7
bóng,7
trọn,7
