words,count
đi,93
tình,89
yêu,86
hoa,80
mùa,67
thương,61
đời,52
ta,49
hỡi,49
ru,45
xuân,45
mơ,45
bao,44
mãi,43
chiều,42
,38
màu,37
buồn,37
đêm,36
đôi,35
ngàn,33
cầu,33
tiếng,31
hương,30
đẹp,30
sông,29
ôi,28
giấc,28
đau,28
xưa,27
say,25
gió,25
trời,24
vui,24
tim,24
ngủ,23
núi,21
thơ,21
dòng,21
chi,21
nhịp,20
mắt,20
vườn,20
me,19
you,19
đường,19
đừng,19
quên,19
thân,19
rơi,18
