words,count
hoa,58
cầu,31
màu,28
xuân,26
hương,25
mùa,25
hỡi,24
nhịp,19
thương,18
đẹp,17
tình,16
thơ,16
vườn,16
chồng,16
quê,15
chàng,14
say,14
hời,14
ôi,13
hai,13
bao,13
thăm,13
đi,12
mấy,12
ngàn,11
ninh,11
tươi,11
ru,11
nang,10
thoa,10
bạc,10
chiêu,10
rừng,10
dắt,10
chi,10
thắm,10
xinh,9
ngủ,9
muôn,9
đời,9
mơ,9
đầu,8
sông,8
yêu,8
hò,8
tệ,8
đôi,8
dòng,8
thân,8
nín,8
