words,count
yêu,27
ah,22
đồng,22
tình,18
hứa,17
đời,17
mục,16
xưa,14
đi,13
mãi,13
trâu,12
quên,12
tiếng,11
bay,11
bao,11
lá,10
phai,9
thi,9
thương,9
hiu,8
ôi,8
cành,8
yeah,8
tung,8
đấy,8
bươm,8
hót,8
bướm,8
ruộng,8
hoa,8
trường,8
đùa,8
chim,8
chào,8
hôm,6
trọn,6
say,6
tàn,6
lắm,6
chẳng,6
đừng,6
mai,6
vô,6
nàng,6
gian,6
chi,6
đau,6
lìa,6
cười,5
mưa,5
