words,count
tình,29
yêu,25
mơ,19
đau,18
đi,16
me,14
đôi,14
thương,14
xưa,13
you,12
giấc,12
đêm,12
khóc,12
ta,12
trao,11
we,11
vỡ,9
when,9
vui,9
mong,9
đừng,9
tim,9
bao,9
đời,9
thiêng,8
mãi,8
were,8
tiếc,8
hỡi,8
day,7
one,7
young,7
thân,7
chi,7
mau,7
chào,7
nam,6
trái,6
sông,6
quen,6
remember,6
câu,6
then,6
vơ,6
việt,6
dấu,5
đơn,5
bóng,5
nát,5
tan,5
