words,count
yêu,36061
tình,28666
ta,22862
đi,21134
bao,16226
thương,14060
đời,14050
đêm,13215
mãi,11937
tim,10940
mơ,10694
mưa,9337
buồn,9267
đôi,9263
vui,9068
,8528
trời,8438
xưa,8242
xuân,8031
mong,8016
tiếng,7912
quên,7658
đường,7560
gió,7427
mùa,7258
đau,7176
mắt,6882
hoa,6557
chờ,6494
hát,6286
rơi,6025
nắng,5956
chiều,5850
la,5743
bay,5363
đừng,5288
mai,5273
gian,5181
cười,5170
mẹ,5131
chẳng,5099
xanh,4848
nỗi,4797
quê,4696
trái,4678
ước,4633
bóng,4631
sông,4624
giấc,4566
chân,4484
