words,count
đêm,4
don't,3
trao,3
mong,3
i,3
like,3
sleep,3
alone,3
to,3
hoang,2
lạnh,2
dần,2
mấy,2
say,2
giấc,2
quên,2
xót,2
gian,2
phiền,1
màn,1
ôi,1
đơn,1
you,1
one,1
ôm,1
đi,1
trôi,1
thềm,1
khao,1
tiếng,1
yêu,1
does,1
đôi,1
ca,1
đắm,1
đừng,1
buồn,1
cất,1
môi,1
nồng,1
no,1
dối,1
bao,1
thói,1
ta,1
đời,1
khát,1
ưu,1
lìa,1
sát,1
