words,count
mona,50
tonight,32
lisa,26
beautiful,24
bao,16
đi,15
tim,14
youre,12
quên,10
môi,9
say,8
cháy,8
đôi,8
rối,8
mê,8
làn,8
all,8
vương,8
right,8
bời,8
vui,7
linh,7
lung,7
phiền,6
because,6
trái,6
oh,6
ánh,6
cause,6
ah,6
khao,6
tan,6
vấn,6
chờ,6
khát,6
nắng,5
lạnh,5
rỡ,5
bóng,5
trông,5
rực,5
hương,5
trời,5
đắm,5
muôn,5
sắc,5
đời,5
mơ,5
đêm,4
đừng,4
