words,count
hôm,10
cười,8
phiền,8
muộn,8
your,6
lalala,6
you,6
vui,6
nhịp,6
hahaha,6
hát,6
tiếc,6
mãi,5
is,5
bao,5
nhánh,4
bắc,4
giây,4
sông,4
vỡ,4
ngang,4
niềm,4
phút,4
cầu,4
thời,4
i,4
and,4
sâu,4
đớn,4
a,4
bến,4
gian,4
đau,4
hững,3
ngủ,3
thờ,3
hờ,3
trôi,3
quý,3
đợi,3
thảnh,3
life,3
nuối,3
on,3
chờ,3
đừng,3
yên,3
that,3
giá,3
thẩn,3
