words,count
yêu,284
tình,221
la,221
you,156
i,136
a,120
party,110
bao,106
ta,97
tim,96
mãi,96
the,92
to,90
đi,86
mơ,79
hỡi,77
đời,71
and,67
me,60
,60
say,52
đừng,51
my,50
chi,50
in,49
thương,49
tiếng,48
of,48
let's,47
gian,47
happy,46
we,46
u,45
your,44
oh,42
all,42
trái,41
đau,41
jd,40
dối,40
christmas,38
be,38
chờ,38
quên,38
le,38
with,37
hát,37
ước,37
cố,35
wish,35
