words,count
mưa,36
trời,25
,20
đi,19
ngài,18
đồng,16
đời,16
yêu,14
đức,13
thương,13
tim,12
bao,12
ta,12
trái,11
nam,11
giáo,11
phật,11
a,11
việt,11
nắng,10
pháp,10
muôn,10
lửa,9
quảng,9
xây,8
đạo,8
tâm,7
tình,7
tát,7
mẹ,7
cày,7
bồ,7
ơn,6
chang,6
ngàn,6
hương,6
lúa,6
tươi,6
rạng,6
lá,6
cóc,6
dâng,6
vàng,6
lo,6
bùng,5
tiếng,5
vang,5
màu,5
sâu,5
hai,5
