words,count
you,19
me,18
we,17
the,14
in,13
when,12
to,11
and,10
tình,9
were,9
núi,8
red,8
lady,8
day,7
love,7
one,7
đêm,7
young,7
ôi,6
your,6
remember,6
never,6
i,6
of,6
ta,6
then,6
loved,5
a,5
told,4
đẹp,4
my,4
that,4
đỉnh,4
mơ,4
đềm,3
sung,3
seen,3
đi,3
spring,3
say,3
be,3
may,3
tiếng,3
yêu,3
tonight,3
morning,3
here,3
êm,3
cheek,3
as,3
