words,count
tình,205
yêu,185
ta,167
đi,142
đêm,134
đời,104
bao,79
quên,77
đôi,76
vui,75
tim,67
buồn,63
mơ,63
xưa,58
mong,58
nối,55
cầu,54
thương,54
xuân,54
chờ,52
,50
mùa,49
ha,46
mãi,46
la,46
gió,44
chẳng,43
đường,42
tiếng,41
mắt,40
trời,38
đừng,38
xanh,37
hỡi,37
duyên,35
hát,35
đón,34
mưa,33
phố,33
trái,32
chiều,32
you,31
say,31
chân,31
nhịp,31
sài,30
tre,30
lá,30
gòn,30
gian,30
