words,count
yêu,26568
tình,17613
ta,14334
đi,13111
bao,10552
mãi,8843
tim,8335
đêm,8058
đời,8018
thương,7408
mơ,7307
đôi,5958
mong,5708
buồn,5486
vui,5407
đau,5331
mưa,5267
quên,5213
,4944
xuân,4933
mắt,4680
xưa,4662
trời,4432
chờ,4162
đường,3956
rơi,3940
chẳng,3919
đừng,3776
gió,3769
tiếng,3742
mùa,3707
cười,3610
nỗi,3477
gian,3467
giấc,3464
la,3395
trái,3393
mai,3314
hát,3177
nắng,3140
ước,2996
hoa,2774
trôi,2753
hôm,2720
bay,2656
hỡi,2545
phúc,2528
hạnh,2505
trao,2498
bóng,2484
