words,count
nhổ mạ ối,10
mạ ối a,10
ối a tiền,10
thời đi cấy,8
đi cấy công,8
tiền nhổ mạ,6
a tiền nhổ,6
công nhổ mạ,4
cấy công nhổ,4
công thời đi,4
cấy công thời,4
tiền thời đi,3
a tiền thời,3
